Bloom_Report_ID,Case_Assignment,Case_ID,Number_of_Blooms_Linked_to_Case,Report_Type,Bloom_Date_Created,Water_Body_Name,Official_Water_Body_Name,Landmark,County,Regional_Water_Board,Bloom_Latitude,Bloom Longitude,Bloom_Longitude,Bloom_Datum,Observation_Date,Has_Pictures,Reported_Advisory_Types,Weather_Condition,Surface_Water_Condition,Bloom_Size,Bloom_Location,Bloom_Texture,Reported_Management_Organizations,DDW_District_Office,Drinking_Water_Source,Water_Body_Manager,Rec_Land_Manager,Water_Body_Use,Water_Body_Type,Number_of_Advisories_Linked_to_Bloom,Advisory_ID,Response_Update_By,Advisory_Recommended,Advisory_Date,AdvisoryStartDate,AdvisoryEndDate,AdvisoryDetail,Advisory_Detail_Description,Advisory_Date_of_Recommendation,Spatial_Extent_of_Advisory,Extent_Unit_of_Measure,Last_Field_Result_Sample_Date,Lab_Data_Linked_to_Bloom,Field_Visual_Records_Linked_to_Bloom,Field_Measurement_Data_Linked_to_Bloom,Case_Start_Date,Case_Year,Case_Water_Body_Name,Case_Class,Case_Status,Case_Lead,Case_End_Date,Case_DateTimeStamp,HAB_Bloom_Reports_FLATFILE_ID
2091,,345,1,,9/6/2019 12:00:00 AM,Whiskeytown Lake,,Grizzly Gulch at Whiskeytown Lake,Shasta,Region 5 - Central Valley,40.653797,-122.59994,-122.59994,,8/15/2019 12:00:00 AM,Yes,None,,,between a football field and a tennis court,,,CV Regional Water Board,,No,National Park Service,National Park Service,,Reservoir,1,535,,None,12/10/2019 12:00:00 AM,9/6/2019 12:00:00 AM,,,,12/10/2019 12:00:00 AM,,,12/10/2019 12:00:00 AM,NO,NO,NO,1/1/2019 12:00:00 AM,2019,Whiskeytown Lake,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,669
1888,,346,1,,1/14/2019 12:00:00 AM,Hensley Lake,,Hensley Lake,Madera,Region 5 - Central Valley,37.12162,-119.88822,-119.88822,,1/7/2019 12:00:00 AM,No,Caution,,,between a tennis court and a sedan,,,U.S. Army Corps of Engineers,,Unknown,United States Army Corps of Engineers,United States Army Corps of Engineers,,Reservoir,1,538,,Caution,12/10/2019 12:00:00 AM,1/14/2019 12:00:00 AM,,,,12/10/2019 12:00:00 AM,,,12/10/2019 12:00:00 AM,NO,NO,NO,1/1/2019 12:00:00 AM,2019,Hensley Lake,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,670
2021,,347,1,,7/16/2019 12:00:00 AM,Indian Lakes,,Indian Lakes,Madera,Region 5 - Central Valley,37.213088,-119.67611,-119.67611,,6/26/2019 12:00:00 AM,Yes,None,,,larger than a football field,,,Madera County Environmental Health,,Unknown,County Environmental Health Department,County Environmental Health Department,,Reservoir,1,539,,None,12/10/2019 12:00:00 AM,7/16/2019 12:00:00 AM,,,,12/10/2019 12:00:00 AM,,,8/14/2019 12:00:00 AM,NO,NO,NO,1/1/2019 12:00:00 AM,2019,Indian Lakes,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,671
2097,,348,1,Public Reporting,9/7/2019 12:00:00 AM,Kern River,,Kern River at Camp James,Kern,Region 5 - Central Valley,35.761874,-118.42314,-118.42314,,9/1/2019 12:00:00 AM,No,NA - refer to Report Details,,,,,,,,Unknown,County Environmental Health Department,County Environmental Health Department,,Wadeable stream,1,1563,,NA - refer to Report Details,9/17/2019 12:00:00 AM,9/7/2019 12:00:00 AM,,,,9/17/2019 12:00:00 AM,,,,NO,NO,NO,1/1/2019 12:00:00 AM,2019,Kern River,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,672
2032,,349,2,,7/22/2019 12:00:00 AM,Klamath River,,"Klamath River, below Copco Dam",Siskiyou,Region 1 - North Coast,41.972895,-122.3644,-122.3644,WGS84,7/8/2019 12:00:00 AM,No,None,,,,,,,,Unknown,PacifiCorp,Unknown,,Wadeable stream,1,540,,None,,7/22/2019 12:00:00 AM,,,,,,,7/8/2019 12:00:00 AM,NO,NO,NO,1/1/2019 12:00:00 AM,2019,Klamath River,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,673
2030,,349,2,,7/22/2019 12:00:00 AM,Klamath River,,"Klamath River, below Iron Gate",Siskiyou,Region 1 - North Coast,41.9309941,-122.44206,-122.44206,,7/12/2019 12:00:00 AM,No,None,,,,,,,,Unknown,PacifiCorp,Unknown,,Wadeable stream,1,541,,None,,7/22/2019 12:00:00 AM,,,,,,,9/9/2019 12:00:00 AM,NO,NO,NO,1/1/2019 12:00:00 AM,2019,Klamath River,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,674
2118,,350,1,,9/12/2019 12:00:00 AM,Lake Baron,,Lake Baron,El Dorado,Region 6 - Lahontan,38.85447,-120.02631,-120.02631,,9/3/2019 12:00:00 AM,No,None,,,between a tennis court and a sedan,,,,,Unknown,Unknown,Private entity,,Reservoir,1,542,,None,,9/12/2019 12:00:00 AM,,,,,,,9/3/2019 12:00:00 AM,NO,NO,NO,1/1/2019 12:00:00 AM,2019,Lake Baron,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,675
2129,,351,1,,10/24/2019 12:00:00 AM,Lake Britton,,Lake Britton at State Park Boat Dock,Shasta,Region 5 - Central Valley,41.027959,-121.65815,-121.65815,,10/23/2019 12:00:00 AM,Yes,None,,,between a tennis court and a sedan,,,Central Valley Water Board,,Unknown,Pacific Gas and Electric,California State Parks,,Reservoir,1,543,,None,11/6/2019 12:00:00 AM,10/24/2019 12:00:00 AM,,,,11/6/2019 12:00:00 AM,,,11/5/2019 12:00:00 AM,NO,NO,NO,1/1/2019 12:00:00 AM,2019,Lake Britton,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,676
2123,,352,1,,9/13/2019 12:00:00 AM,Unnamed pond,,Pond 3 above Combie Lake Reservoir,Placer,Region 5 - Central Valley,39.02282,-121.03547,-121.03547,,9/12/2019 12:00:00 AM,Yes,None,,,smaller than a sedan,,,,,Unknown,Irrigation District,County Environmental Health Department,,Pond (<1 ha),1,544,,None,9/23/2019 12:00:00 AM,9/13/2019 12:00:00 AM,,,,9/23/2019 12:00:00 AM,,,9/12/2019 12:00:00 AM,NO,NO,NO,1/1/2019 12:00:00 AM,2019,Unnamed pond,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,677
2124,,353,1,,9/13/2019 12:00:00 AM,Lake Natoma,,Willow Creek in Lake Natoma,Sacramento,Region 5 - Central Valley,38.650164,-121.1902,-121.1902,,9/8/2019 12:00:00 AM,Yes,None,,,,,,,,No,California State Parks,California State Parks,,Reservoir,1,545,,None,9/18/2019 12:00:00 AM,9/13/2019 12:00:00 AM,,,,9/18/2019 12:00:00 AM,,,9/15/2019 12:00:00 AM,NO,NO,NO,1/1/2019 12:00:00 AM,2019,Lake Natoma,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,678
2096,,354,1,,9/6/2019 12:00:00 AM,Ralphine Lake,,Ralphine Lake,Sonoma,Region 1 - North Coast,38.454808,-122.66698,-122.66698,,9/6/2019 12:00:00 AM,No,None,,,,,,,,Unknown,Unknown,City Department,,Reservoir,1,546,,None,,9/6/2019 12:00:00 AM,,,,,,,9/6/2019 12:00:00 AM,NO,NO,NO,1/1/2019 12:00:00 AM,2019,Ralphine Lake,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,679
2121,,355,1,Agency/Partner Reporting,9/12/2019 12:00:00 AM,Lake Wilson,,Riverfront Regional Parks,Sonoma,Region 1 - North Coast,38.518026,-122.85852,-122.85852,,9/7/2019 12:00:00 AM,No,NA - refer to Report Details,,,,,,,,No,Unknown,Unknown,,Wadeable stream,1,1571,,NA - refer to Report Details,,9/12/2019 12:00:00 AM,,,,,,,,NO,NO,NO,1/1/2019 12:00:00 AM,2019,Riverfront Regional Parks,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,680
1972,,356,1,,6/13/2019 12:00:00 AM,Lindo Lake,,Lindo Lake,San Diego,Region 9 - San Diego,32.8586,-116.9171,-116.9171,,5/31/2019 12:00:00 AM,No,NA - refer to Report Details,,,,,,,,Unknown,County Environmental Health Department,Unknown,,Reservoir,1,1572,,NA - refer to Report Details,6/19/2019 12:00:00 AM,6/13/2019 12:00:00 AM,,,,6/19/2019 12:00:00 AM,,,6/19/2019 12:00:00 AM,NO,NO,NO,1/1/2019 12:00:00 AM,2019,Lindo Lake,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,681
1915,,357,1,,2/12/2019 12:00:00 AM,Unnamed Pond,,Pond at Mary Vagle Nature Center,San Bernardino,Region 8 - Santa Ana,34.043381,-117.44872,-117.44872,,2/9/2019 12:00:00 AM,No,NA - refer to Report Details,,,larger than a football field,,,,,Unknown,City Department,City Department,,Pond (<1 ha),1,1573,,NA - refer to Report Details,,2/12/2019 12:00:00 AM,,,,,,,,NO,NO,NO,1/1/2019 12:00:00 AM,2019,Unnamed Pond,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,682
2052,,358,1,,8/6/2019 12:00:00 AM,Mormon Slough,,Mormon Slough at Weber Avenue,San Joaquin,Region 5 - Central Valley,37.95183,-121.30408,-121.30408,,7/31/2019 12:00:00 AM,No,Caution,,,larger than a football field,,,Central Valley Regional Water Quality Control Board,,Unknown,City Department,City Department,,Other,1,547,,Caution,8/27/2019 12:00:00 AM,8/6/2019 12:00:00 AM,,,,8/27/2019 12:00:00 AM,,,7/31/2019 12:00:00 AM,NO,NO,NO,1/1/2019 12:00:00 AM,2019,Mormon Slough,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,683
2134,,359,1,,11/6/2019 12:00:00 AM,Manteca Lake,,Manteca Lake,San Joaquin,Region 5 - Central Valley,37.783365,-121.28668,-121.28668,,10/18/2019 12:00:00 AM,Yes,Caution,,,between a football field and a tennis court,,,Central Valley Regional Water Quality Control Board,,No,Community HOA,Community HOA,,Reservoir,1,548,,Caution,,11/6/2019 12:00:00 AM,,,,,,,11/6/2019 12:00:00 AM,NO,NO,NO,1/1/2019 12:00:00 AM,2019,Manteca Lake,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,684
2051,,360,1,,8/6/2019 12:00:00 AM,McLeod Lake,,Stockton Channel and McLeod Lake,San Joaquin,Region 5 - Central Valley,37.95336,-121.29919,-121.29919,,7/31/2019 12:00:00 AM,No,Caution,,,larger than a football field,,,Central Valley Regional Water Quality Control Board,,Unknown,City Department,City Department,,Reservoir,1,550,,Caution,,8/6/2019 12:00:00 AM,,,,,,,7/31/2019 12:00:00 AM,NO,NO,NO,1/1/2019 12:00:00 AM,2019,McLeod Lake,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,685
2133,,361,1,Public Reporting,11/1/2019 12:00:00 AM,Prado Regional Park,,Prado Lake,San Bernardino,Region 8 - Santa Ana,33.942593,-117.64492,-117.64492,,10/24/2019 12:00:00 AM,No,None,,,,,,"Chief of Environmental Health Services, County of san bernardino",,Unknown,Unknown,County Environmental Health Department,,Reservoir,1,551,,None,,11/1/2019 12:00:00 AM,,,,,,,12/12/2019 12:00:00 AM,NO,NO,NO,1/1/2019 12:00:00 AM,2019,Prado Regional Park Lake,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,686
2224,,362,1,Public Reporting,3/24/2020 12:00:00 AM,UC Davis Arboretum Canal,,"UC Davis, Arboretum Waterway",Yolo,Region 5 - Central Valley,38.530063,-121.76046,-121.76046,,8/5/2019 12:00:00 AM,No,None,,,,,,UC Davis Arboretum and Public Garden,,No,Other,Unknown,,Reservoir,1,552,,None,3/24/2020 12:00:00 AM,3/24/2020 12:00:00 AM,,,,3/24/2020 12:00:00 AM,,,9/5/2019 12:00:00 AM,NO,NO,NO,1/1/2019 12:00:00 AM,2019,UC Davis Arboretum Lake,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,687
2104,,363,1,Public Reporting,9/11/2019 12:00:00 AM,Putah Creek,,Putah Creek off of Spruce Grove Rd (previous incident received from Cty/Tribes),Lake,Region 5 - Central Valley,38.801739,-122.57629,-122.57629,,8/26/2019 12:00:00 AM,No,None,,,,,,OEHHA/Cal EPA,,Unknown,Unknown,Unknown,,Wadeable stream,1,553,,None,11/13/2019 12:00:00 AM,9/11/2019 12:00:00 AM,,,,11/13/2019 12:00:00 AM,,,,NO,NO,NO,1/1/2019 12:00:00 AM,2019,Putah Creek,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,688
2069,,364,1,,8/27/2019 12:00:00 AM,Putah Creek,,Putah Creek in Solano County. Just west of the creek's intersection with Mace Blvd,Solano,Region 5 - Central Valley,38.517688,-121.69691,-121.69691,,8/27/2019 12:00:00 AM,Yes,NA - refer to Report Details,,,,,,,,Unknown,Unknown,Unknown,,Wadeable stream,1,1574,,NA - refer to Report Details,,8/27/2019 12:00:00 AM,,,,,,,,NO,NO,NO,1/1/2019 12:00:00 AM,2019,Putah Creek,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,689
2100,,365,1,,9/11/2019 12:00:00 AM,Rincon Valley Community Dog Park,,Rincon Valley Community Dog Park (3 ponds),Sonoma,Region 1 - North Coast,38.480283,-122.66367,-122.66367,WGS84,9/9/2019 12:00:00 AM,No,None,,,,,,OEHHA/Cal EPA,,Unknown,Unknown,City Department,,,1,549,,None,,9/11/2019 12:00:00 AM,,,,,,,9/10/2019 12:00:00 AM,NO,NO,NO,1/1/2019 12:00:00 AM,2019,Rincon Valley Community Dog Park,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,690
2120,,366,1,,9/12/2019 12:00:00 AM,Round Lake,,Round Lake,El Dorado,Region 6 - Lahontan,38.7511,-120.00728,-120.00728,,7/24/2019 12:00:00 AM,No,Caution,,,,,,,,Unknown,Unknown,United States Forest Service,,Reservoir,1,536,,Caution,,9/12/2019 12:00:00 AM,,,,,,,9/4/2019 12:00:00 AM,NO,NO,NO,1/1/2019 12:00:00 AM,2019,Round Lake,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,691
1934,,367,1,Public Reporting,4/4/2019 12:00:00 AM,Salt Spring Valley Reservoir,,Salt Spring Valley Reservoir,Calaveras,Region 5 - Central Valley,38.026094,-120.75999,-120.75999,,4/2/2019 12:00:00 AM,No,None,,,no bloom,,,Central Water Board,,Unknown,Local Municipal Water District,Private entity,,Reservoir,1,554,marisa.vandyke@waterboards.ca.gov,Caution,12/10/2019 12:00:00 AM,4/4/2019 12:00:00 AM,,Advisory due to historical data.; Lake-wide advisory,Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.  Advisory based on historical monitoring data of re-occurring harmful algal blooms in this area.,12/10/2019 12:00:00 AM,,,10/9/2019 12:00:00 AM,NO,NO,NO,1/1/2019 12:00:00 AM,2019,Salt Springs Valley Reservoir,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,692
1963,,368,1,Public Reporting,5/24/2019 12:00:00 AM,Lake San Marcos,,"Lake San Marcos, near Lakehouse Hotel",San Diego,Region 9 - San Diego,33.124121,-117.20708,-117.20708,,5/14/2019 12:00:00 AM,No,Caution,,,,,,Lake house owner,,Unknown,Private entity,Private entity,,Reservoir,1,555,carly.nilson@waterboards.ca.gov,Caution,6/4/2019 12:00:00 AM,5/24/2019 12:00:00 AM,,,,6/4/2019 12:00:00 AM,,,5/14/2019 12:00:00 AM,NO,NO,NO,1/1/2019 12:00:00 AM,2019,Lake San Marcos,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,693
2095,,369,1,,9/6/2019 12:00:00 AM,Spring Lake,,Spring Lake,Sonoma,Region 1 - North Coast,38.456755,-122.65368,-122.65368,,9/6/2019 12:00:00 AM,No,None,,,,,,,,Unknown,Unknown,Local Park and Recreation Department,,Reservoir,1,556,,None,,9/6/2019 12:00:00 AM,,,,,,,9/6/2019 12:00:00 AM,NO,NO,NO,1/1/2019 12:00:00 AM,2019,Spring Lake,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,694
2115,,370,1,,9/12/2019 12:00:00 AM,Spring Valley Lake,,,San Bernardino,Region 6 - Lahontan,34.495578,-117.26628,-117.26628,,8/1/2019 12:00:00 AM,No,Caution,,,,,,,,No,Unknown,Unknown,,Reservoir,1,537,,Caution,,9/12/2019 12:00:00 AM,,,,,,,,NO,NO,NO,1/1/2019 12:00:00 AM,2019,Spring Valley Lake,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,695
2028,,371,1,Public Reporting,7/17/2019 12:00:00 AM,Stanislaus River,,"Middle Fork of the Stanislaus River, upstream of New Melones Lake",Tuolumne,Region 5 - Central Valley,38.129308,-120.37992,-120.37992,,7/15/2019 12:00:00 AM,No,None,,,,,,Central Valley Regional Water Quality Control Board,,Unknown,United States Bureau of Reclamation,United States Bureau of Reclamation,,Wadeable stream,1,557,,None,10/9/2019 12:00:00 AM,7/17/2019 12:00:00 AM,,,,10/9/2019 12:00:00 AM,,,9/24/2019 12:00:00 AM,NO,NO,NO,1/1/2019 12:00:00 AM,2019,Middle Fork Stanislaus River,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,696
2098,,372,1,,9/10/2019 12:00:00 AM,Star Lake,,"Star Lake, north-east side near Tahoe Rim Trail",El Dorado,Region 6 - Lahontan,38.87677,-119.88952,-119.88952,NAD83,9/4/2019 12:00:00 AM,Yes,None,,,larger than a football field,,,LRWQCB,,No,Unknown,United States Forest Service,,Reservoir,1,558,,None,,9/10/2019 12:00:00 AM,,,,,,,9/3/2019 12:00:00 AM,NO,NO,NO,1/1/2019 12:00:00 AM,2019,Star Lake,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,697
1982,,373,1,,6/17/2019 12:00:00 AM,Stone Lagoon,,"Stone Lagoon, northern end",Humboldt,Region 1 - North Coast,41.25229,-124.09629,-124.09629,,6/14/2019 12:00:00 AM,Yes,Danger,,,,,,Humboldt Co Env Health,,No,County Environmental Health Department,California State Parks,,,1,559,,Danger,,6/17/2019 12:00:00 AM,,,,,,,8/21/2019 12:00:00 AM,NO,NO,NO,1/1/2019 12:00:00 AM,2019,Stone Lagoon,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,698
2011,,374,1,,7/8/2019 12:00:00 AM,Stony Gorge Reservoir,,,Glenn,Region 5 - Central Valley,39.578055,-122.52408,-122.52408,,6/20/2019 12:00:00 AM,No,NA - refer to Report Details,,,,,,,,Unknown,Unknown,Unknown,,Reservoir,1,1575,,NA - refer to Report Details,12/10/2019 12:00:00 AM,7/8/2019 12:00:00 AM,,,,12/10/2019 12:00:00 AM,,,,NO,NO,NO,1/1/2019 12:00:00 AM,2019,Stony Gorge Reservoir,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,699
2059,,375,1,Public Reporting,8/9/2019 12:00:00 AM,Tahoe Keys Lagoon,,Tahoe Keys Lagoons,El Dorado,Region 6 - Lahontan,38.928889,-120.009,-120.009,,8/2/2019 12:00:00 AM,No,Caution,,,,,,,,No,Community HOA,Tahoe Keys Property Owners Association,,,1,560,,Caution,,8/9/2019 12:00:00 AM,,,,,,,8/13/2019 12:00:00 AM,NO,NO,NO,1/1/2019 12:00:00 AM,2019,Tahoe Keys Lagoons,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,700
2041,,376,2,Public Reporting,7/25/2019 12:00:00 AM,San Clemente Creek,,San Clemente Rancho Trout Pond,Monterey,Region 3 - Central Coast,36.425108,-121.74716,-121.74716,WGS84,7/21/2019 12:00:00 AM,No,Caution,,,smaller than a sedan,,,OEHHA/Cal EPA,,Unknown,Unknown,Private entity,,Pond (<1 ha),1,561,,Caution,,7/25/2019 12:00:00 AM,,,,,,,7/21/2019 12:00:00 AM,NO,NO,NO,1/1/2019 12:00:00 AM,2019,San Clemente Rancho Trout Lake,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,701
2046,,376,2,,8/1/2019 12:00:00 AM,San Clemente Rancho Trout Lake,,San Clemente Rancho Trout Lake,Monterey,Region 3 - Central Coast,36.425,-121.727258,121.727258,WGS84,7/27/2019 12:00:00 AM,Yes,Caution,,,,,,"The Monkey Tail Ranch, Inc.",,Unknown,Private entity,Unknown,,Reservoir,1,518,,Caution,,8/1/2019 12:00:00 AM,,,,,,,7/27/2019 12:00:00 AM,NO,NO,NO,1/1/2019 12:00:00 AM,2019,San Clemente Rancho Trout Lake,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,702
1916,,377,1,,2/19/2019 12:00:00 AM,Tuolumne River,,Tuolumne River,Tuolumne,Region 5 - Central Valley,37.67004,-120.4441,-120.4441,,1/5/2019 12:00:00 AM,Yes,None,,,,,,Central Valley Regional Water Quality Control Board,,Unknown,Irrigation District,County Environmental Health Department,,Wadeable stream,1,562,,None,2/21/2019 12:00:00 AM,2/19/2019 12:00:00 AM,,,,2/21/2019 12:00:00 AM,,,2/19/2019 12:00:00 AM,NO,NO,NO,1/1/2019 12:00:00 AM,2019,Tuolumne River,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,703
1914,,378,2,Public Reporting,2/5/2019 12:00:00 AM,Upper Blue Lake,,Upper Blue Lakes,Lake,Region 5 - Central Valley,39.1700389,-123.00777,-123.00777,,5/10/2019 12:00:00 AM,No,None,,,,,,Central Valley Regional Water Quality Control Board,,Unknown,County Environmental Health Department,County Environmental Health Department,,Reservoir,1,563,,None,1/10/2020 12:00:00 AM,2/5/2019 12:00:00 AM,,,,1/10/2020 12:00:00 AM,,,12/16/2019 12:00:00 AM,NO,NO,NO,1/1/2019 12:00:00 AM,2019,Upper Blue Lakes,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,704
2138,,378,2,Public Reporting,12/11/2019 12:00:00 AM,Upper Blue Lake,,(Upper) Blue Lakes (Lake County),Lake,Region 5 - Central Valley,39.17013,-123.00771,-123.00771,,12/10/2019 12:00:00 AM,No,Caution,,,between a tennis court and a sedan,,,Central Valley Regional Water Quality Control Board,,Unknown,County Environmental Health Department,County Environmental Health Department,,Reservoir,1,564,,Caution,12/18/2019 12:00:00 AM,12/11/2019 12:00:00 AM,,,,12/18/2019 12:00:00 AM,,,12/16/2019 12:00:00 AM,NO,NO,NO,1/1/2019 12:00:00 AM,2019,Upper Blue Lakes,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,705
2043,,379,1,Public Reporting,7/30/2019 12:00:00 AM,Victoria Pond,,"Ponded wetland, Talbert Nature Preserve",Orange,Region 8 - Santa Ana,33.648566,-117.95004,-117.95004,,7/24/2019 12:00:00 AM,No,Caution,,,between a tennis court and a sedan,,,Santa Ana Regional Water Quality Control Board,,Unknown,Unknown,Local Park and Recreation Department,,Wetland,1,528,,Caution,,7/30/2019 12:00:00 AM,,,,,,,7/24/2019 12:00:00 AM,NO,NO,NO,1/1/2019 12:00:00 AM,2019,Unnamed Ponded wetland,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,706
2026,,380,1,,7/17/2019 12:00:00 AM,Whelan Lake,,Whelan Lake,San Diego,Region 9 - San Diego,33.2425,-117.3368,-117.3368,WGS84,7/17/2019 12:00:00 AM,Yes,Warning,,,larger than a football field,,,San Diego Regional Water Quality Control Board,,No,City Department,Unknown,,Reservoir,1,565,,Warning,7/25/2019 12:00:00 AM,7/17/2019 12:00:00 AM,,,,7/25/2019 12:00:00 AM,,,7/17/2019 12:00:00 AM,NO,NO,NO,1/1/2019 12:00:00 AM,2019,Whelan Lake,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,707
2092,,381,1,,9/6/2019 12:00:00 AM,Whiskeytown Lake,,Whiskeytown Lake Pond 2,Shasta,Region 5 - Central Valley,40.623064,-122.53014,-122.53014,,8/15/2019 12:00:00 AM,Yes,None,,,between a football field and a tennis court,,,CV Regional Water Board,,No,United States Bureau of Reclamation,National Park Service,,Reservoir,1,566,,None,11/6/2019 12:00:00 AM,9/6/2019 12:00:00 AM,,,,11/6/2019 12:00:00 AM,,,11/6/2019 12:00:00 AM,NO,NO,NO,1/1/2019 12:00:00 AM,2019,Whiskeytown Lake,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,708
1969,,382,1,,6/12/2019 12:00:00 AM,William R Mason Regional Park,,Lake at William R Mason Regional Park,Orange,Region 8 - Santa Ana,33.65595,-117.833823,-117.833823,,6/10/2019 12:00:00 AM,No,None,,,,,,,,Unknown,County Environmental Health Department,Unknown,,,1,567,,None,,6/12/2019 12:00:00 AM,,,,,,,6/10/2019 12:00:00 AM,NO,NO,NO,1/1/2019 12:00:00 AM,2019,William R Mason Regional Park,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,709
2070,,383,1,,8/28/2019 12:00:00 AM,Willow Creek Ranch Estates Community Lake,,Willow Creek Ranch Estates Community Lake,Amador,Region 5 - Central Valley,38.441359,-120.91756,-120.91756,,8/1/2019 12:00:00 AM,Yes,Caution,,,larger than a football field,,,Willow Creek Ranch Estates HOA,,Unknown,City Department,Community HOA,,Reservoir,1,568,,Caution,9/4/2019 12:00:00 AM,8/28/2019 12:00:00 AM,,,,9/4/2019 12:00:00 AM,,,8/1/2019 12:00:00 AM,NO,NO,NO,1/1/2019 12:00:00 AM,2019,Willow Creek Ranch Estates Community Lake,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,710
2027,,384,1,,7/17/2019 12:00:00 AM,Willow Lake,,Willow Lake,Plumas,Region 5 - Central Valley,40.404871,-121.35971,-121.35971,,7/16/2019 12:00:00 AM,Yes,None,,,larger than a football field,,,"US Forest Service, Lassen National Forest, Almanor Ranger District",,Unknown,United States Forest Service,United States Forest Service,,Reservoir,1,570,,None,10/7/2019 12:00:00 AM,7/17/2019 12:00:00 AM,,,,10/7/2019 12:00:00 AM,,,9/18/2019 12:00:00 AM,NO,NO,NO,1/1/2019 12:00:00 AM,2019,Willow Lake,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,711
2137,,385,2,Public Reporting,12/4/2019 12:00:00 AM,Imperial Wildlife Area Wister Unit,,"Wister Unit Wetlands, Cell Y15B2",Imperial; Riverside,Region 7 - Colorado River,33.268049,-115.57518,-115.57518,,11/2/2019 12:00:00 AM,No,Caution,,,no bloom,,,CRWQCB Rb7,,No,California Department of Fish and Wildlife,Unknown,,Wetland,1,571,,Caution,12/10/2019 12:00:00 AM,12/4/2019 12:00:00 AM,,,,12/10/2019 12:00:00 AM,,,12/10/2019 12:00:00 AM,NO,NO,NO,1/1/2019 12:00:00 AM,2019,Wister Wildlife Unit,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,712
2186,,385,2,Public Reporting,1/17/2020 12:00:00 AM,Imperial Wildlife Area Wister Unit,,"Wister Wildlife Unit, Imperial Wildlife Area",Imperial; Riverside,Region 7 - Colorado River,33.268049,-115.57518,-115.57518,,11/2/2019 12:00:00 AM,No,Caution,,,,,,,,No,California Department of Fish and Wildlife,Unknown,,Wetland,1,572,,Caution,,1/17/2020 12:00:00 AM,,,,,,,1/15/2020 12:00:00 AM,NO,NO,NO,1/1/2019 12:00:00 AM,2019,Wister Wildlife Unit,Event Response,Closed,MVan Dyke,12/31/2019 12:00:00 AM,,713
